,bands,labels
432,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_133049_20180225_20180308_01_T1_band_chip170.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_133049_20180225_20180308_01_T1_label_chip247.tif
433,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_011060_20190426_20190426_01_RT_band_chip197.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_116060_20190221_20190221_01_RT_label_chip154.tif
434,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_116060_20190221_20190221_01_RT_band_chip159.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_133049_20180225_20180308_01_T1_label_chip101.tif
435,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_133049_20180225_20180308_01_T1_band_chip26.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_011060_20190426_20190426_01_RT_label_chip15.tif
436,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_011060_20190426_20190426_01_RT_band_chip19.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_011060_20190426_20190426_01_RT_label_chip98.tif
437,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_116060_20190221_20190221_01_RT_band_chip168.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_011060_20190426_20190426_01_RT_label_chip219.tif
438,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_116060_20190221_20190221_01_RT_band_chip163.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_011060_20190426_20190426_01_RT_label_chip108.tif
439,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_011060_20190426_20190426_01_RT_band_chip235.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_011060_20190426_20190426_01_RT_label_chip187.tif
440,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_133049_20180225_20180308_01_T1_band_chip102.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_133049_20180225_20180308_01_T1_label_chip273.tif
441,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_011062_20171013_20171024_01_T1_band_chip28.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_133049_20180225_20180308_01_T1_label_chip117.tif
442,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_133049_20180225_20180308_01_T1_band_chip166.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_011060_20190426_20190426_01_RT_label_chip237.tif
443,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_011060_20190426_20190426_01_RT_band_chip168.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_011060_20190426_20190426_01_RT_label_chip14.tif
444,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_011060_20190426_20190426_01_RT_band_chip251.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_133049_20180225_20180308_01_T1_label_chip54.tif
445,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_133049_20180225_20180308_01_T1_band_chip203.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_133049_20180225_20180308_01_T1_label_chip118.tif
446,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_011060_20190426_20190426_01_RT_band_chip17.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_133049_20180225_20180308_01_T1_label_chip154.tif
447,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_011062_20171013_20171024_01_T1_band_chip56.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_133049_20180225_20180308_01_T1_label_chip179.tif
448,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_011060_20190426_20190426_01_RT_band_chip43.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_116060_20190221_20190221_01_RT_label_chip81.tif
449,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_133049_20180225_20180308_01_T1_band_chip86.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_011062_20171013_20171024_01_T1_label_chip85.tif
450,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_116060_20190221_20190221_01_RT_band_chip158.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_116060_20190221_20190221_01_RT_label_chip148.tif
451,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_133049_20180225_20180308_01_T1_band_chip68.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_011060_20190426_20190426_01_RT_label_chip229.tif
452,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_011060_20190426_20190426_01_RT_band_chip185.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_133049_20180225_20180308_01_T1_label_chip89.tif
453,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_133049_20180225_20180308_01_T1_band_chip93.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_011060_20190426_20190426_01_RT_label_chip211.tif
454,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_133049_20180225_20180308_01_T1_band_chip274.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_011060_20190426_20190426_01_RT_label_chip228.tif
455,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_133049_20180225_20180308_01_T1_band_chip181.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_133049_20180225_20180308_01_T1_label_chip105.tif
456,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_011060_20190426_20190426_01_RT_band_chip229.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_011060_20190426_20190426_01_RT_label_chip95.tif
457,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_011060_20190426_20190426_01_RT_band_chip246.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_133049_20180225_20180308_01_T1_label_chip166.tif
458,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_133049_20180225_20180308_01_T1_band_chip36.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_011060_20190426_20190426_01_RT_label_chip77.tif
459,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_011060_20190426_20190426_01_RT_band_chip200.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_133049_20180225_20180308_01_T1_label_chip126.tif
460,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_133049_20180225_20180308_01_T1_band_chip223.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_116060_20190221_20190221_01_RT_label_chip53.tif
461,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_011060_20190426_20190426_01_RT_band_chip22.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_011060_20190426_20190426_01_RT_label_chip143.tif
462,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_011060_20190426_20190426_01_RT_band_chip81.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_011060_20190426_20190426_01_RT_label_chip62.tif
463,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_011062_20171013_20171024_01_T1_band_chip84.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_011062_20171013_20171024_01_T1_label_chip84.tif
464,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_133049_20180225_20180308_01_T1_band_chip94.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_133049_20180225_20180308_01_T1_label_chip178.tif
465,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_011060_20190426_20190426_01_RT_band_chip132.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_011060_20190426_20190426_01_RT_label_chip264.tif
